"Original.Release","Order","Release","NR","NREF","NFIX","NAUTH","LINES_SUM","LINES_MAX","LINES_AVG","CHURN_SUM","CHURN_MAX","CHURN_AVG","CHGSET_SUM","CHGSET_MAX","CHGSET_AVG","AGE","AGE_WEIGHTED","Impl","LOC.A","LOC.M","LOC.D","Size","Violations.Injected","Violations","Size.Next","Faultiness"
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,81,TRUE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,21,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,25,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,48,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,35,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,101,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,120,TRUE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,19,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,22,TRUE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,46,TRUE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,40,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,56,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,29,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,55,TRUE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,53,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,52,TRUE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,38,TRUE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,48,TRUE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,34,TRUE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,35,TRUE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,111,TRUE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,121,TRUE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,62,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,145,TRUE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,36,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,81,TRUE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,0,0,0,0,0,65,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,0,0,0,0,0,94,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,0,0,0,0,0,83,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,59,TRUE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,51,TRUE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,31,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,92,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,149,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,21,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,14,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,35,TRUE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,35,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,42,TRUE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,20,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,17,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,140,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,14,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,35,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,17,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,100,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,53,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,346,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,95,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,53,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,3,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-22,0,0,0,0,0,0,0,0,22,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-22,0,0,0,0,0,0,0,0,11,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-22,0,0,0,0,0,0,0,0,5,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,0,42,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,0,28,TRUE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,0,7,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,0,38,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,0,37,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,0,2,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,0,35,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-35,0,0,0,0,0,0,0,0,94,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-35,0,0,0,0,0,0,0,0,10,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-35,0,0,0,0,0,0,0,0,82,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,650,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,680,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,652,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,689,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,693,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,669,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,649,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-45,0,0,0,0,0,0,0,0,23,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-45,0,0,0,0,0,0,0,0,44,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-45,0,0,0,0,0,0,0,0,45,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-45,0,0,0,0,0,0,0,0,35,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-45,0,0,0,0,0,0,0,0,20,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-45,0,0,0,0,0,0,0,0,41,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-45,0,0,0,0,0,0,0,0,54,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,0,0,0,0,0,0,0,0,9,FALSE
"Keymind-A","First",20,0,0,0,0,0,0,0,0,0,0,0,0,0,-72,0,0,0,0,0,0,0,0,105,TRUE
"Keymind-A","First",110,8,0,2,1,2,2,2,2,2,2,3,3,3,45,12,1,2,0,0,15,0,1,21,TRUE
"Keymind-A","First",110,13,0,1,1,45,18,11,37,12,9,23,12,5,45,16,4,41,6,4,32,2,4,91,FALSE
"Keymind-A","First",110,10,0,1,2,24,19,5,22,17,5,10,7,2,45,9,4,23,6,1,16,0,0,78,TRUE
"Keymind-A","First",110,8,0,0,1,7,6,2,7,6,2,4,2,1,45,9,3,7,3,0,12,0,1,12,FALSE
"Keymind-A","First",110,5,0,0,0,0,0,0,0,0,0,0,0,0,45,9,0,0,0,0,0,0,0,7,FALSE
"Keymind-A","First",110,6,0,0,1,27,18,13,27,18,13,15,12,7,45,20,2,27,0,0,21,0,0,17,FALSE
"Keymind-A","First",110,1,0,0,0,0,0,0,0,0,0,0,0,0,45,9,0,0,0,0,0,0,0,7,FALSE
"Keymind-A","First",110,2,0,0,1,25,25,25,25,25,25,7,7,7,45,9,1,25,7,0,42,0,0,26,FALSE
"Keymind-A","First",110,5,0,2,2,81,81,40,81,81,40,7,5,2,45,9,2,81,4,0,56,0,0,16,FALSE
"Keymind-A","First",110,55,0,22,2,255,218,31,-53,-42,-7,38,6,1,45,12,8,101,80,154,63,0,0,10,TRUE
"Keymind-A","First",110,16,0,1,1,9,4,1,9,4,1,35,12,5,45,18,6,9,4,0,10,0,0,13,TRUE
"Keymind-A","First",110,2,0,0,0,0,0,0,0,0,0,0,0,0,45,9,0,0,0,0,0,0,0,38,TRUE
"Keymind-A","First",110,26,0,9,1,0,0,0,0,0,0,7,6,3,45,9,1,0,4,0,23,0,0,7,FALSE
"Keymind-A","First",110,1,0,0,0,0,0,0,0,0,0,0,0,0,45,9,0,0,0,0,0,0,0,7,FALSE
"Keymind-A","First",110,26,0,1,3,14,7,1,14,7,1,52,12,5,45,21,9,14,4,0,9,2,33,79,FALSE
"Keymind-A","First",110,1,0,0,0,0,0,0,0,0,0,0,0,0,45,9,0,0,0,0,0,0,0,7,FALSE
"Keymind-A","First",110,28,0,7,2,1,1,0,1,1,0,15,6,3,44,12,2,1,6,0,16,2,8,9,FALSE
"Keymind-A","First",110,39,0,7,2,215,141,43,85,11,17,32,15,4,44,14,5,150,205,65,155,21,61,18,FALSE
"Keymind-A","First",110,9,0,0,1,9,9,9,9,9,9,1,1,1,44,12,1,9,0,0,17,1,12,131,FALSE
"Keymind-A","First",110,6,0,0,0,0,0,0,0,0,0,0,0,0,44,14,0,0,0,0,0,0,4,137,TRUE
"Keymind-A","First",110,2,0,0,1,0,0,0,0,0,0,1,1,1,44,8,1,0,8,0,58,0,0,67,FALSE
"Keymind-A","First",110,10,0,1,1,23,23,23,15,15,15,6,4,3,44,7,1,19,3,4,43,1,10,19,FALSE
"Keymind-A","First",110,6,0,2,1,7,7,7,7,7,7,6,3,2,43,8,1,7,4,0,25,4,4,10,FALSE
"Keymind-A","First",110,2,0,1,0,0,0,0,0,0,0,0,0,0,43,7,0,0,0,0,0,0,0,21,FALSE
"Keymind-A","First",110,6,0,0,0,0,0,0,0,0,0,0,0,0,43,12,0,0,0,0,0,0,14,25,FALSE
"Keymind-A","First",110,10,0,1,1,4,4,2,4,4,2,8,6,4,43,15,2,4,5,0,16,1,16,9,FALSE
"Keymind-A","First",110,18,0,8,2,0,0,0,0,0,0,10,4,2,42,19,1,0,9,0,33,0,18,11,FALSE
"Keymind-A","First",110,47,0,19,1,4,4,1,2,2,1,19,6,2,42,15,3,3,30,1,26,0,0,20,FALSE
"Keymind-A","First",110,30,0,14,1,22,12,7,20,10,7,54,15,4,42,9,3,21,13,1,38,3,6,54,TRUE
"Keymind-A","First",110,107,0,41,1,434,185,24,200,89,12,78,15,2,42,18,17,317,116,117,70,0,0,99,TRUE
"Keymind-A","First",110,25,0,7,1,63,45,15,-27,-9,-7,43,15,4,42,7,4,18,8,45,23,0,0,26,TRUE
"Keymind-A","First",110,3,0,1,1,14,14,14,14,14,14,6,4,3,38,2,1,14,12,0,51,2,6,19,FALSE
"Keymind-A","First",110,5,0,0,1,0,0,0,0,0,0,1,1,1,37,18,1,0,12,0,64,0,0,52,FALSE
"Keymind-A","First",110,5,0,0,1,89,87,44,41,41,20,8,5,4,36,18,2,65,17,24,64,0,0,169,FALSE
"Keymind-A","First",110,6,0,0,1,2,2,0,0,0,0,6,5,3,36,18,2,1,3,1,13,0,0,16,FALSE
"Keymind-A","First",110,52,0,13,1,11,7,5,11,7,5,7,2,1,35,17,2,11,11,0,39,0,0,9,TRUE
"Keymind-A","First",110,5,0,0,0,0,0,0,0,0,0,0,0,0,33,15,0,0,0,0,0,0,0,9,FALSE
"Keymind-A","First",110,16,0,4,0,0,0,0,0,0,0,0,0,0,32,13,0,0,0,0,0,0,0,13,FALSE
"Keymind-A","First",110,2,0,1,0,0,0,0,0,0,0,0,0,0,31,13,0,0,0,0,0,0,0,34,FALSE
"Keymind-A","First",110,8,0,3,1,54,54,54,54,54,54,14,12,4,30,12,1,54,5,0,83,0,0,14,FALSE
"Keymind-A","First",110,14,0,7,1,0,0,0,0,0,0,2,2,2,30,12,0,0,0,0,0,0,0,20,FALSE
"Keymind-A","First",110,12,0,4,1,0,0,0,0,0,0,3,3,3,28,10,1,0,10,0,51,0,5,60,FALSE
"Keymind-A","First",110,37,0,15,1,0,0,0,0,0,0,6,3,3,28,10,1,0,21,0,86,0,0,15,FALSE
"Keymind-A","First",110,3,0,0,1,6,6,6,6,6,6,15,15,15,26,8,1,6,2,0,21,0,3,10,FALSE
"Keymind-A","First",110,10,0,5,2,167,150,33,163,146,33,37,12,3,12,0,5,165,5,2,44,0,0,16,TRUE
"Keymind-A","First",110,3,0,0,1,81,57,27,81,57,27,25,12,8,12,0,3,81,3,0,43,4,4,35,TRUE
"Keymind-A","First",110,11,0,2,1,328,273,36,250,229,28,31,12,2,11,0,9,289,63,39,61,6,6,18,TRUE
"Keymind-A","First",110,3,0,0,1,204,177,68,114,87,38,18,12,6,11,0,3,159,0,45,61,0,0,87,FALSE
"Keymind-A","First",110,5,0,3,1,134,132,67,134,132,67,20,12,4,11,0,2,134,10,0,88,0,0,35,TRUE
"Keymind-A","First",110,11,0,4,3,436,362,61,248,256,35,33,12,3,11,0,7,342,64,94,81,0,0,23,FALSE
"Keymind-A","First",110,4,0,0,3,163,135,40,163,135,40,31,15,7,11,0,4,163,2,0,48,2,2,165,FALSE
"Keymind-A","First",110,3,0,0,1,276,243,91,260,227,87,8,5,2,11,0,3,268,1,8,101,0,0,10,FALSE
"Keymind-A","First",110,5,0,3,2,231,195,115,231,195,115,25,15,5,11,0,2,231,0,0,120,6,6,17,FALSE
"Keymind-A","First",110,4,0,1,2,122,98,40,122,98,40,22,15,5,11,0,3,122,0,0,46,8,8,122,FALSE
"Keymind-A","First",110,3,0,0,1,114,111,38,114,111,38,10,6,3,11,0,3,114,6,0,56,3,3,20,TRUE
"Keymind-A","First",110,7,0,3,2,182,182,45,182,182,45,30,10,4,8,0,4,182,5,0,55,0,0,113,FALSE
"Keymind-A","First",110,1,0,0,1,51,51,51,51,51,51,8,8,8,8,0,1,51,0,0,53,0,0,21,FALSE
"Keymind-A","First",110,4,0,1,1,118,107,39,118,107,39,23,10,5,8,0,3,118,3,0,52,7,7,61,FALSE
"Keymind-A","First",110,7,0,3,2,155,124,38,145,114,36,16,4,2,8,0,4,150,14,5,48,0,0,15,FALSE
"Keymind-A","First",110,6,0,4,2,264,234,131,262,232,131,20,12,3,8,0,2,263,1,1,145,0,0,19,FALSE
"Keymind-A","First",110,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,2,59,TRUE
"Keymind-A","First",110,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,51,TRUE
"Keymind-A","First",110,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,31,FALSE
"Keymind-A","First",110,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,92,FALSE
"Keymind-A","First",110,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,149,FALSE
"Keymind-A","First",110,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,21,FALSE
"Keymind-A","First",110,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,14,FALSE
"Keymind-A","First",110,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,35,TRUE
"Keymind-A","First",110,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,35,FALSE
"Keymind-A","First",110,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,42,TRUE
"Keymind-A","First",110,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,20,FALSE
"Keymind-A","First",110,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,17,FALSE
"Keymind-A","First",110,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,140,FALSE
"Keymind-A","First",110,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,14,FALSE
"Keymind-A","First",110,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,35,FALSE
"Keymind-A","First",110,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,17,FALSE
"Keymind-A","First",110,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,100,FALSE
"Keymind-A","First",110,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,53,FALSE
"Keymind-A","First",110,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,346,FALSE
"Keymind-A","First",110,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,95,FALSE
"Keymind-A","First",110,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,53,FALSE
