NR,NREF,NFIX,NAUTH,LINES_SUM,LINES_MAX,LINES_AVG,CHURN_SUM,CHURN_MAX,CHURN_AVG,CHGSET_SUM,CHGSET_MAX,CHGSET_AVG,AGE,AGE_WEIGHTED,Impl,LOC.A,LOC.M,LOC.D,Size,Violations.Injected,Violations,Size.Next,Faultiness
0,0,0,0,0,0,0,0,0,0,0,0,0,-62,NA,0,0,0,0,0,0,0,1279,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-62,NA,0,0,0,0,0,0,0,652,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-62,NA,0,0,0,0,0,0,0,689,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-62,NA,0,0,0,0,0,0,0,693,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-62,NA,0,0,0,0,0,0,0,669,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-62,NA,0,0,0,0,0,0,0,1279,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-62,NA,0,0,0,0,0,0,0,1279,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-62,NA,0,0,0,0,0,0,0,1279,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-62,NA,0,0,0,0,0,0,0,1279,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-62,NA,0,0,0,0,0,0,0,1279,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-62,NA,0,0,0,0,0,0,0,649,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-63,NA,0,0,0,0,0,0,0,23,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-63,NA,0,0,0,0,0,0,0,44,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-63,NA,0,0,0,0,0,0,0,45,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-63,NA,0,0,0,0,0,0,0,35,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-63,NA,0,0,0,0,0,0,0,20,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-63,NA,0,0,0,0,0,0,0,41,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-63,NA,0,0,0,0,0,0,0,54,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-89,NA,0,0,0,0,0,0,0,9,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-90,NA,0,0,0,0,0,0,0,105,TRUE
10,0,1,1,75,28,11,43,2,7,31,8,4,27,9,6,59,10,16,28,1,6,59,FALSE
12,0,0,2,29,9,4,25,5,4,29,8,4,27,9,6,27,5,2,15,4,5,14,FALSE
7,0,2,1,64,64,64,-64,-64,-64,3,3,3,27,9,1,0,0,64,12,0,1,15,FALSE
9,0,1,3,65,26,10,61,22,10,31,8,4,27,9,6,63,22,2,36,1,2,32,FALSE
6,0,1,1,0,0,0,0,0,0,2,2,2,27,9,1,0,1,0,7,0,0,16,FALSE
5,0,0,2,0,0,0,0,0,0,9,5,4,27,9,2,0,3,0,12,0,1,12,FALSE
5,0,0,1,9,9,9,9,9,9,4,4,4,27,9,1,9,0,0,17,0,0,7,FALSE
4,0,0,1,45,27,15,45,27,15,18,8,6,27,9,3,45,0,0,22,0,0,21,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,0,0,0,0,0,0,7,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,0,0,0,0,0,0,42,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,0,0,0,0,0,1,21,FALSE
2,0,1,0,0,0,0,0,0,0,0,0,0,27,9,0,0,0,0,0,0,0,56,TRUE
35,0,10,3,100,57,4,40,3,2,38,4,1,27,9,18,70,122,30,29,0,0,63,TRUE
10,0,1,1,48,20,7,28,4,5,27,8,4,27,9,6,38,15,10,18,0,0,10,FALSE
2,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,0,0,0,0,0,0,38,TRUE
24,0,8,3,2,2,0,0,0,0,23,5,2,27,9,7,1,7,1,9,0,0,23,TRUE
1,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,0,0,0,0,0,0,7,FALSE
5,0,0,1,23,13,7,23,13,7,16,8,5,27,9,3,23,2,0,19,4,4,9,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,0,0,0,0,0,5,11,FALSE
17,0,1,3,677,436,95,245,4,35,28,8,3,27,9,7,461,3,216,75,10,31,9,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,0,0,0,0,0,0,7,FALSE
24,0,5,2,201,156,28,-55,-94,-8,28,5,3,26,8,7,73,22,128,32,1,6,16,TRUE
26,0,10,2,31,21,5,31,21,5,39,7,3,26,8,6,31,9,0,17,0,0,49,TRUE
6,0,0,1,18,9,9,18,9,9,16,7,5,26,8,2,18,0,0,16,0,0,15,FALSE
31,0,4,1,340,174,23,316,156,23,37,7,2,26,8,14,328,31,12,44,21,40,155,TRUE
8,0,0,1,112,80,22,-2,-32,0,9,3,1,26,8,5,55,38,57,61,4,11,17,FALSE
6,0,0,1,61,29,14,57,27,14,13,4,3,26,8,4,59,7,2,31,1,4,137,TRUE
9,0,0,1,557,387,110,321,157,64,11,7,2,26,8,5,439,13,118,115,0,0,87,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,26,8,0,0,0,0,0,0,0,58,FALSE
23,0,4,2,91,77,12,87,75,12,21,5,2,25,7,7,89,22,2,34,0,0,39,FALSE
7,0,1,1,262,153,65,262,153,65,14,5,2,25,7,4,262,3,0,79,0,0,20,FALSE
8,0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,0,0,0,0,0,9,43,TRUE
8,0,1,1,40,40,40,40,40,40,4,3,2,25,7,1,40,0,0,47,3,15,10,FALSE
3,0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,0,0,0,0,0,0,29,FALSE
3,0,0,1,2,1,1,2,1,1,9,7,4,25,7,2,2,1,0,12,0,0,25,TRUE
15,0,3,1,246,95,26,176,41,20,31,7,2,25,7,9,211,30,35,48,8,10,50,TRUE
2,0,1,1,0,0,0,0,0,0,2,2,2,25,7,0,0,0,0,0,0,0,21,FALSE
3,0,1,1,0,0,0,0,0,0,2,2,2,25,7,0,0,0,0,0,4,5,28,TRUE
6,0,0,1,66,48,32,64,46,32,6,4,2,25,7,2,65,0,1,40,6,14,25,FALSE
8,0,1,1,233,162,58,231,160,58,7,2,1,24,6,4,232,10,1,79,3,15,16,FALSE
7,0,2,2,144,63,36,144,63,36,29,6,4,24,6,4,144,8,0,55,0,0,15,FALSE
14,0,5,2,243,100,34,225,90,32,49,10,4,24,6,7,234,20,9,59,14,18,33,TRUE
39,0,14,3,321,140,15,225,96,11,88,7,2,24,6,20,273,108,48,33,0,0,26,TRUE
17,0,4,1,42,35,5,22,19,3,41,10,3,24,6,7,32,15,10,22,1,3,38,TRUE
74,0,25,3,2002,1246,70,62,0,2,91,10,2,24,6,28,1032,358,970,84,0,0,70,TRUE
16,0,2,1,27,18,4,9,0,2,23,6,3,24,6,5,18,20,9,29,0,0,23,TRUE
4,0,0,1,0,0,0,0,0,0,3,2,1,23,5,2,0,3,0,12,0,0,8,FALSE
3,0,0,1,1,1,0,1,1,0,8,4,4,23,5,2,1,4,0,14,1,1,41,TRUE
1,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,4,51,TRUE
4,0,0,1,215,152,53,161,98,41,12,4,3,18,0,4,188,0,27,57,0,0,64,FALSE
21,0,4,3,183,63,10,175,59,10,39,6,1,18,0,17,179,38,4,25,0,0,9,FALSE
3,0,0,1,76,73,25,76,73,25,7,3,2,18,0,3,76,7,0,35,0,0,64,FALSE
15,0,4,2,203,96,18,195,88,18,38,6,2,18,0,11,199,20,4,35,0,0,25,TRUE
18,0,4,1,356,154,25,346,144,25,49,6,2,18,0,14,351,68,5,48,0,0,2,FALSE
5,0,0,1,101,86,19,75,70,15,19,6,3,18,0,5,88,2,13,29,1,1,13,FALSE
3,0,0,1,94,78,31,94,78,31,14,6,4,18,0,3,94,7,0,44,0,0,7,FALSE
4,0,0,1,391,288,97,193,90,49,19,6,4,18,0,4,292,33,99,116,0,0,2,FALSE
11,0,3,1,279,134,34,157,22,20,34,6,3,18,0,8,218,10,61,44,0,0,3,FALSE
4,0,0,1,115,106,28,47,38,12,8,3,2,18,0,4,81,11,34,37,0,0,13,FALSE
4,0,0,1,72,28,18,72,28,18,6,2,1,18,0,4,72,1,0,25,0,0,40,FALSE
47,0,10,2,552,87,14,428,51,12,95,6,1,17,0,37,490,203,62,38,0,0,39,TRUE
5,0,0,2,131,126,25,125,120,25,21,6,4,15,0,5,128,8,3,36,0,0,9,FALSE
16,0,4,2,47,26,3,43,22,3,36,5,2,13,0,12,45,33,2,19,0,0,13,FALSE
2,0,0,1,168,164,84,168,164,84,10,5,5,13,0,2,168,4,0,103,2,2,16,FALSE
2,0,1,2,43,43,43,19,19,19,6,5,3,13,0,1,31,11,12,84,0,0,34,FALSE
2,0,0,1,55,39,27,55,39,27,7,4,3,12,0,2,55,7,0,39,0,0,49,FALSE
5,0,1,2,79,39,19,79,39,19,15,6,3,12,0,4,79,3,0,28,0,0,83,TRUE
4,0,0,1,201,187,50,193,179,48,21,10,5,12,0,4,197,7,4,60,3,3,30,FALSE
3,0,0,1,263,203,87,221,163,73,18,10,6,12,0,3,242,23,21,102,0,0,47,TRUE
13,0,6,3,195,164,27,189,158,27,32,6,2,12,0,7,192,17,3,46,0,0,20,FALSE
7,0,1,3,182,177,29,160,157,27,20,6,2,11,0,6,171,10,11,40,0,0,12,FALSE
11,0,4,1,180,102,25,128,76,19,33,6,3,10,0,7,154,29,26,47,5,5,51,FALSE
35,0,14,3,1711,1004,80,675,390,32,87,10,2,10,0,21,1193,298,518,126,0,0,86,TRUE
5,0,2,1,141,132,47,69,78,23,20,6,4,10,0,3,105,10,36,57,0,0,23,FALSE
3,0,0,1,46,42,15,46,42,15,8,4,2,9,0,3,46,2,0,24,0,0,16,FALSE
1,0,0,1,26,26,26,26,26,26,1,1,1,8,0,1,26,0,0,29,0,0,9,FALSE
2,0,0,1,98,98,49,98,98,49,13,10,6,8,0,2,98,1,0,55,3,3,21,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,39,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,20,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,28,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,44,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,21,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,21,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,14,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,16,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,39,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,89,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,44,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,29,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,43,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,61,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,61,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,88,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,22,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,35,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,81,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,21,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,25,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,48,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,35,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,101,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,120,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,19,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,22,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,46,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,40,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,56,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,29,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,55,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,53,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,52,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,38,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,48,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,34,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,35,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,111,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,121,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,62,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,145,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,36,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,81,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,0,0,0,0,0,65,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,0,0,0,0,0,94,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,0,0,0,0,0,83,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,59,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,51,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,31,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,92,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,149,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,21,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,14,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,35,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,35,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,42,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,20,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,17,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,140,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,14,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,35,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,17,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,100,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,53,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,346,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,95,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,53,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,3,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-22,0,0,0,0,0,0,0,0,22,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-22,0,0,0,0,0,0,0,0,11,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-22,0,0,0,0,0,0,0,0,5,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,0,42,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,0,28,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,0,7,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,0,38,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,0,37,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,0,2,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,0,35,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-35,0,0,0,0,0,0,0,0,94,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-35,0,0,0,0,0,0,0,0,10,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-35,0,0,0,0,0,0,0,0,82,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,650,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,680,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,652,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,689,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,693,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,669,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,1279,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,649,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-45,0,0,0,0,0,0,0,0,23,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-45,0,0,0,0,0,0,0,0,44,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-45,0,0,0,0,0,0,0,0,45,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-45,0,0,0,0,0,0,0,0,35,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-45,0,0,0,0,0,0,0,0,20,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-45,0,0,0,0,0,0,0,0,41,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-45,0,0,0,0,0,0,0,0,54,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-71,0,0,0,0,0,0,0,0,9,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-72,0,0,0,0,0,0,0,0,105,TRUE
8,0,2,1,2,2,2,2,2,2,3,3,3,45,12,1,2,0,0,15,0,1,21,TRUE
13,0,1,1,45,18,11,37,12,9,23,12,5,45,16,4,41,6,4,32,2,4,91,FALSE
10,0,1,2,24,19,5,22,17,5,10,7,2,45,9,4,23,6,1,16,0,0,78,TRUE
8,0,0,1,7,6,2,7,6,2,4,2,1,45,9,3,7,3,0,12,0,1,12,FALSE
5,0,0,0,0,0,0,0,0,0,0,0,0,45,9,0,0,0,0,0,0,0,7,FALSE
6,0,0,1,27,18,13,27,18,13,15,12,7,45,20,2,27,0,0,21,0,0,17,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,45,9,0,0,0,0,0,0,0,7,FALSE
2,0,0,1,25,25,25,25,25,25,7,7,7,45,9,1,25,7,0,42,0,0,26,FALSE
5,0,2,2,81,81,40,81,81,40,7,5,2,45,9,2,81,4,0,56,0,0,16,FALSE
55,0,22,2,255,218,31,-53,-42,-7,38,6,1,45,12,8,101,80,154,63,0,0,10,TRUE
16,0,1,1,9,4,1,9,4,1,35,12,5,45,18,6,9,4,0,10,0,0,13,TRUE
2,0,0,0,0,0,0,0,0,0,0,0,0,45,9,0,0,0,0,0,0,0,38,TRUE
26,0,9,1,0,0,0,0,0,0,7,6,3,45,9,1,0,4,0,23,0,0,7,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,45,9,0,0,0,0,0,0,0,7,FALSE
26,0,1,3,14,7,1,14,7,1,52,12,5,45,21,9,14,4,0,9,2,33,79,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,45,9,0,0,0,0,0,0,0,7,FALSE
28,0,7,2,1,1,0,1,1,0,15,6,3,44,12,2,1,6,0,16,2,8,9,FALSE
39,0,7,2,215,141,43,85,11,17,32,15,4,44,14,5,150,205,65,155,21,61,18,FALSE
9,0,0,1,9,9,9,9,9,9,1,1,1,44,12,1,9,0,0,17,1,12,131,FALSE
6,0,0,0,0,0,0,0,0,0,0,0,0,44,14,0,0,0,0,0,0,4,137,TRUE
2,0,0,1,0,0,0,0,0,0,1,1,1,44,8,1,0,8,0,58,0,0,67,FALSE
10,0,1,1,23,23,23,15,15,15,6,4,3,44,7,1,19,3,4,43,1,10,19,FALSE
6,0,2,1,7,7,7,7,7,7,6,3,2,43,8,1,7,4,0,25,4,4,10,FALSE